id;tweets;date;user_location;img_url;media_type;likes;retweets;texto_limpio;links;hashtags;mentions;emojis;hora;pp;cluster;sentiment
1400090575819317255;El hijo de lana rhoades cuando nazca: https://t.co/GIDbBRKrKI;2021-06-02 14:03:00;Valencia, Spain;http://pbs.twimg.com/media/E24RSx0WUAkWsdJ.png;photo;7;1;El hijo de lana rhoades cuando nazca: ;['https://t.co/GIDbBRKrKI'];[];[];[];2021-06-02 14:00:00;hijo nazca;2;0,173
1400090497054646281;quien sera el padre del hijo de lana rhoades;2021-06-02 14:02:41;Mementos;;;0;0;quien sera el padre del hijo de lana rhoades;[];[];[];[];2021-06-02 14:00:00;sera padre hijo;2;0,246
1400090231114813442;@dimitasguerre Bro le dije a mi madre ¿Sabes quien se a quedado embarazada? Y me dice quién , le digo lana Rhoades una cantante JAJAJA;2021-06-02 14:01:38;Málaga, Andalucía;;;0;0; Bro le dije a mi madre ¿Sabes quien se a quedado embarazada? Y me dice quién , le digo lana Rhoades una cantante JAJAJA;[];[];['@dimitasguerre'];[];2021-06-02 14:00:00;bro dije madre sabes quedado embarazada dice quién digo cantante jajaja;1;0,0
1400090133504970753;para los q estais preguntando quien es el padre del hijo d lana rhoades, si chicos, soy yo🤷🏻‍♂️;2021-06-02 14:01:14;tu corazón ;;;0;0;para los q estais preguntando quien es el padre del hijo d lana rhoades, si chicos, soy yo🤷🏻‍♂️;[];[];[];['🤷🏻\u200d♂️'];2021-06-02 14:00:00;q estais preguntando padre hijo d si chicos;1;0,016
1400090123765792775;¡Ay doloooooor! Un día triste para los fans, pero muy feliz para Lana Rhoades. 😥😊 https://t.co/71oo79OYdy;2021-06-02 14:01:12;México, DF;;;0;0;¡Ay doloooooor! Un día triste para los fans, pero muy feliz para Lana Rhoades. 😥😊 ;['https://t.co/71oo79OYdy'];[];[];['😥', '😊'];2021-06-02 14:00:00;ay doloooooor día triste fans feliz;1;0,117
1400090011937222661;"Mia Khalifa
Lana Rhoades
JORDI ENP

NO ES SER PAJERO
ES CULTURA GENERAL https://t.co/efWn856cm8";2021-06-02 14:00:45;;;;4;0;"Mia Khalifa
Lana Rhoades
JORDI ENP

NO ES SER PAJERO
ES CULTURA GENERAL ";['https://t.co/efWn856cm8'];[];[];[];2021-06-02 14:00:00;mia khalifa jordi enp ser pajero cultura general;1;0,065
1400089739491954696;@segagenesis__ Seguramente habrá otras estrellas porno que la superen Y lana rhoades quedará en el olvido.;2021-06-02 13:59:40;Moreno, Argentina;;;0;0; Seguramente habrá otras estrellas porno que la superen Y lana rhoades quedará en el olvido.;[];[];['@segagenesis__'];[];2021-06-02 13:00:00;seguramente estrellas porno superen quedará olvido;1;0,049
1400089668817915907;¿Quién es Lana Rhoades? Acabo de ver que es tendencia y no la conozco, ¿es escritora o algo?;2021-06-02 13:59:24;Madrid, Comunidad de Madrid;;;12;0;¿Quién es Lana Rhoades? Acabo de ver que es tendencia y no la conozco, ¿es escritora o algo?;[];[];[];[];2021-06-02 13:00:00;quién acabo ver tendencia conozco escritora;1;0,003
1400089648546914310;Todos tristes por el embarazo de Lana Rhoades, como si tuviésemos oportunidad de hablar con ella;2021-06-02 13:59:19;;;;1;0;Todos tristes por el embarazo de Lana Rhoades, como si tuviésemos oportunidad de hablar con ella;[];[];[];[];2021-06-02 13:00:00;tristes embarazo si oportunidad hablar;1;0,0
1400089425212850178;Lo digo enserio cuando el hijo/a de Lana Rhoades este en el colegio y le diga un profesor ¿ Que quieres ser de mayor ? Y diga yo quiero ser como mi madre XDDD;2021-06-02 13:58:26;Málaga, Andalucía;;;2;0;Lo digo enserio cuando el hijo/a de Lana Rhoades este en el colegio y le diga un profesor ¿ Que quieres ser de mayor ? Y diga yo quiero ser como mi madre XDDD;[];[];[];[];2021-06-02 13:00:00;digo enserio hijo colegio diga profesor quieres ser mayor diga quiero ser madre xddd;1;0,0
1400089357927784455;"@oratokoi @desmotibot 
Hijo de Lana Rhoades
Joder, hijo de Lana Rhoades, ¿contara como accidente laboral?";2021-06-02 13:58:09;Planeta Vulcano;;;0;0;"  
Hijo de Lana Rhoades
Joder, hijo de Lana Rhoades, ¿contara como accidente laboral?";[];[];['@oratokoi', '@desmotibot'];[];2021-06-02 13:00:00;hijo joder hijo contara accidente laboral;2;0,15
1400087770945703942;Para los que no lo sepáis Lana Rhoades es una actriz porno os traigo muestras de los genios de la comedia tras la noticia de su embarazo: https://t.co/poG0JVtKBO;2021-06-02 13:51:51;;http://pbs.twimg.com/media/E24cY_TXIAAs_T7.jpg;photo;2;1;Para los que no lo sepáis Lana Rhoades es una actriz porno os traigo muestras de los genios de la comedia tras la noticia de su embarazo: ;['https://t.co/poG0JVtKBO'];[];[];[];2021-06-02 13:00:00;sepáis actriz porno traigo muestras genios comedia tras noticia embarazo;1;0,0
1400087590800400385;Dia 1 intentando ser novio de la hija de Lana Rhoades.;2021-06-02 13:51:08;España;;;2;0;Dia 1 intentando ser novio de la hija de Lana Rhoades.;[];[];[];[];2021-06-02 13:00:00;dia intentando ser novio hija;1;0,061
1400087486878175232;Lana Rhoades embarazada. Un minuto de silencio pls 😭;2021-06-02 13:50:43;;;;0;0;Lana Rhoades embarazada. Un minuto de silencio pls 😭;[];[];[];['😭'];2021-06-02 13:00:00;embarazada minuto silencio pls;1;0,559
1400086964523745284;Que Lana Rhoades este embarazada es como si un pintor se mancha de pintura o un cantante se queda afónico, no os hagais los sorprendidos;2021-06-02 13:48:39;Salamanca, Castilla y León;;;0;0;Que Lana Rhoades este embarazada es como si un pintor se mancha de pintura o un cantante se queda afónico, no os hagais los sorprendidos;[];[];[];[];2021-06-02 13:00:00;embarazada si pintor mancha pintura cantante queda afónico hagais sorprendidos;1;0,0
1400086785221443594;Lana rhoades buscando donde esta el padre de su hijo https://t.co/y30L9Mb7eY;2021-06-02 13:47:56;;http://pbs.twimg.com/media/E24baS7WEAMzMuc.png;photo;72;8;Lana rhoades buscando donde esta el padre de su hijo ;['https://t.co/y30L9Mb7eY'];[];[];[];2021-06-02 13:00:00;buscando padre hijo;2;0,051
1400086362611671044;Lana Rhoades está embarazada y lo único que se le ocurre a los ONVRES  es soltar comentarios ofensivos e inútiles sobre quién será el padre/cómo saldrá el niño/qué pena que esté embarazada. De verdad que nunca deja de sorprenderse una aquí.;2021-06-02 13:46:15;WhereUnicornsExist;;;2;1;Lana Rhoades está embarazada y lo único que se le ocurre a los ONVRES  es soltar comentarios ofensivos e inútiles sobre quién será el padre/cómo saldrá el niño/qué pena que esté embarazada. De verdad que nunca deja de sorprenderse una aquí.;[];[];[];[];2021-06-02 13:00:00;embarazada único ocurre onvres soltar comentarios ofensivos inútiles quién padre cómo saldrá niño pena embarazada verdad nunca deja sorprenderse aquí;1;0,0
1400086079152218116;Cuando te enteras de que Lana Rhoades está embarazada: https://t.co/QYCxszziYh;2021-06-02 13:45:08;Lopera, España;http://pbs.twimg.com/media/E24a3lnXIAETQai.jpg;photo;0;0;Cuando te enteras de que Lana Rhoades está embarazada: ;['https://t.co/QYCxszziYh'];[];[];[];2021-06-02 13:00:00;enteras embarazada;1;0,053
1400085754055905280;Vale 0 coñas el bullying q le va a caer al hijo de lana rhoades va a ser heavy;2021-06-02 13:43:50;buscando mi autoestima;;;3;1;Vale 0 coñas el bullying q le va a caer al hijo de lana rhoades va a ser heavy;[];[];[];[];2021-06-02 13:00:00;vale coñas bullying q va caer hijo va ser heavy;1;0,004
1400085597750968326;Me mama cuando Lana Rhoades habla en español y aparte escupe razón. https://t.co/zuIj2WENsS;2021-06-02 13:43:13;;;;1;0;Me mama cuando Lana Rhoades habla en español y aparte escupe razón. ;['https://t.co/zuIj2WENsS'];[];[];[];2021-06-02 13:00:00;mama habla español aparte escupe razón;1;0,012
1400085343072817154;Lana Rhoades está embarazada wtf;2021-06-02 13:42:12;Salamanca, España;;;0;0;Lana Rhoades está embarazada wtf;[];[];[];[];2021-06-02 13:00:00;embarazada wtf;1;0,662
1400085260814192641;llego tarde alomejor pero, como q lana rhoades está embarazada;2021-06-02 13:41:53;;;;0;0;llego tarde alomejor pero, como q lana rhoades está embarazada;[];[];[];[];2021-06-02 13:00:00;llego tarde alomejor q embarazada;1;0,261
1400085254430412801;hostia que lana rhoades va a tener un hijo;2021-06-02 13:41:51;donde sea;;;1;0;hostia que lana rhoades va a tener un hijo;[];[];[];[];2021-06-02 13:00:00;hostia va tener hijo;2;0,044
1400084811243569155;Su novio el qué llora por el embarazo de Lana Rhoades.;2021-06-02 13:40:05;;;;26;4;Su novio el qué llora por el embarazo de Lana Rhoades.;[];[];[];[];2021-06-02 13:00:00;novio llora embarazo;1;0,053
1400084800430559235;Los memes del embarazo de Lana Rhoades cule risa jajaja;2021-06-02 13:40:03;Planeta Rica, Cordoba;;;1;0;Los memes del embarazo de Lana Rhoades cule risa jajaja;[];[];[];[];2021-06-02 13:00:00;memes embarazo cule risa jajaja;1;0,416
1400084549674098693;Los hijos de Lana Rhoades al buscar el nombre de su mamá en google: https://t.co/f1j76wyiwF;2021-06-02 13:39:03;;http://pbs.twimg.com/media/E24ZejKXoAQAfj_.jpg;photo;3;0;Los hijos de Lana Rhoades al buscar el nombre de su mamá en google: ;['https://t.co/f1j76wyiwF'];[];[];[];2021-06-02 13:00:00;hijos buscar nombre mamá google;1;0,004
1400084290990444545;Cuando me entero que Lana Rhoades esta embarazada. https://t.co/7AMpyb5GvE;2021-06-02 13:38:01;Tabasco/Mérida.;http://pbs.twimg.com/media/E24ZOWBWUAEbCTm.jpg;photo;4;0;Cuando me entero que Lana Rhoades esta embarazada. ;['https://t.co/7AMpyb5GvE'];[];[];[];2021-06-02 13:00:00;entero embarazada;1;0,008
1400084051646685187;"Lana Rhoades está embarazada?? 

Petro, basta ya!! 😩😩";2021-06-02 13:37:04;Bogotá;;;7;2;"Lana Rhoades está embarazada?? 

Petro, basta ya!! 😩😩";[];[];[];['😩', '😩'];2021-06-02 13:00:00;embarazada petro basta;1;0,48
1400083725241647104;Lana rhoades va a ser madre como pasa el tiempo;2021-06-02 13:35:47;;;;1;0;Lana rhoades va a ser madre como pasa el tiempo;[];[];[];[];2021-06-02 13:00:00;va ser madre pasa tiempo;1;0,002
1400083472467759107;Que dura la noticia de Lana Rhoades pero el unfollow es el camino 🙏🏾;2021-06-02 13:34:46;Honduras;;;3;0;Que dura la noticia de Lana Rhoades pero el unfollow es el camino 🙏🏾;[];[];[];['🙏🏾'];2021-06-02 13:00:00;dura noticia unfollow camino;1;0,053
1400083024608366593;Mmmmm, asi que te gusta el chamo que se impresionó por el embarazo de Lana Rhoades mmmmm;2021-06-02 13:33:00;Miami, FL;;;2;0;Mmmmm, asi que te gusta el chamo que se impresionó por el embarazo de Lana Rhoades mmmmm;[];[];[];[];2021-06-02 13:00:00;mmmmm asi gusta chamo impresionó embarazo mmmmm;1;0,001
1400082780302807045;Lana Rhoades deja de ser una de las mejores actrices y se convierte en una leyenda.😭;2021-06-02 13:32:01;México;;;1;0;Lana Rhoades deja de ser una de las mejores actrices y se convierte en una leyenda.😭;[];[];[];['😭'];2021-06-02 13:00:00;deja ser mejores actrices convierte leyenda;1;0,202
1400082551742550023;Lana Rhoades esta embarazada :( https://t.co/mTifbLNL5g;2021-06-02 13:31:07;México;http://pbs.twimg.com/media/E24XqVJVIAEjU9y.jpg;photo;1;0;Lana Rhoades esta embarazada :( ;['https://t.co/mTifbLNL5g'];[];[];[];2021-06-02 13:00:00;embarazada;0;0,35
1400082540728303617;el hijo de lana Rhoades y sergiomarty ya tienen algo en común 🤙🏽🤙🏽 los dos nunca sabrán quien es su padre;2021-06-02 13:31:04;trrss;;;2;0;el hijo de lana Rhoades y sergiomarty ya tienen algo en común 🤙🏽🤙🏽 los dos nunca sabrán quien es su padre;[];[];[];['🤙🏽', '🤙🏽'];2021-06-02 13:00:00;hijo sergiomarty común dos nunca sabrán padre;1;0,0
1400082101094039552;el hijo de lana Rhoades y sergiomarty ya tienen algo en común 🤙🏽🤙🏽 los dos nunca sabrán quien es su padre;2021-06-02 13:29:19;;;;16;0;el hijo de lana Rhoades y sergiomarty ya tienen algo en común 🤙🏽🤙🏽 los dos nunca sabrán quien es su padre;[];[];[];['🤙🏽', '🤙🏽'];2021-06-02 13:00:00;hijo sergiomarty común dos nunca sabrán padre;1;0,0
1400081744469037057;Quien sera el padre del hijo de Lana Rhoades? Por que con toda la lluvia que ha habido dentro de ella, estara confusa.;2021-06-02 13:27:54;;;;0;0;Quien sera el padre del hijo de Lana Rhoades? Por que con toda la lluvia que ha habido dentro de ella, estara confusa.;[];[];[];[];2021-06-02 13:00:00;sera padre hijo toda lluvia dentro estara confusa;1;0,0
1400081722109272066;Os juro que pensaba que Lana Rhoades era cantante o algo...pero se ve que no...que cantaba pero de otra forma.;2021-06-02 13:27:49;Madrid;;;0;0;Os juro que pensaba que Lana Rhoades era cantante o algo...pero se ve que no...que cantaba pero de otra forma.;[];[];[];[];2021-06-02 13:00:00;juro pensaba cantante ve cantaba forma;1;0,0
1400081163755134979;"lana rhoades está embarazada???? 
a la 6758903° va la vencida";2021-06-02 13:25:36;puto twitter;;;2;0;"lana rhoades está embarazada???? 
a la 6758903° va la vencida";[];[];[];[];2021-06-02 13:00:00;embarazada va vencida;1;0,362
1400080992119963658;"POV: 
EL HIJO DE LANA RHOADES https://t.co/owLRtaTU8a";2021-06-02 13:24:55;España;http://pbs.twimg.com/media/E24WPYVWYAADdw9.jpg;photo;49;3;"POV: 
EL HIJO DE LANA RHOADES ";['https://t.co/owLRtaTU8a'];[];[];[];2021-06-02 13:00:00;pov hijo;2;0,363
1400080965020573701;Cuando el pibe de Lana Rhoades crezca https://t.co/AYiN4qqjQC https://t.co/8pun8klU0l;2021-06-02 13:24:48;;http://pbs.twimg.com/media/E21p0ZmXMAEWIPm.jpg;photo;0;0;Cuando el pibe de Lana Rhoades crezca  ;['https://t.co/AYiN4qqjQC', 'https://t.co/8pun8klU0l'];[];[];[];2021-06-02 13:00:00;pibe crezca;1;0,082
1400080927120834561;lana rhoades está embarazada ahora si no te va a parar bolas que lástima;2021-06-02 13:24:39;;;;5;0;lana rhoades está embarazada ahora si no te va a parar bolas que lástima;[];[];[];[];2021-06-02 13:00:00;embarazada ahora si va parar bolas lástima;1;0,0
1400080810783522818;@alexpampum Y lana rhoades se ha quedado embarazada;2021-06-02 13:24:12;;;;0;0; Y lana rhoades se ha quedado embarazada;[];[];['@alexpampum'];[];2021-06-02 13:00:00;quedado embarazada;1;0,055
1400080577647235072;"Nadie:
El  hijo de Lana Rhoades: https://t.co/PsdIIZlkbU";2021-06-02 13:23:16;𝟗𝟗𝟗;http://pbs.twimg.com/media/E24V3PBXwAQojfV.jpg;photo;7;1;"Nadie:
El  hijo de Lana Rhoades: ";['https://t.co/PsdIIZlkbU'];[];[];[];2021-06-02 13:00:00;nadie hijo;2;0,025
1400080278534635523;En q momento lana rhoades va a ser madre.....;2021-06-02 13:22:05;;;;1;0;En q momento lana rhoades va a ser madre.....;[];[];[];[];2021-06-02 13:00:00;q momento va ser madre;1;0,065
1400080155641536513;si señores si,oficialmente Lana Rhoades está embarazada😩;2021-06-02 13:21:35;otra liga;;;1;0;si señores si,oficialmente Lana Rhoades está embarazada😩;[];[];[];['😩'];2021-06-02 13:00:00;si señores si oficialmente embarazada;1;0,33
1400079484854878208;"Lana Rhoades ha hecho público su embarazo y no es que sea algo malo muy bien por ella, pero...

El fin de una era se aproxima🤦🏾‍♂️";2021-06-02 13:18:56;;;;0;0;"Lana Rhoades ha hecho público su embarazo y no es que sea algo malo muy bien por ella, pero...

El fin de una era se aproxima🤦🏾‍♂️";[];[];[];['🤦🏾\u200d♂️'];2021-06-02 13:00:00;hecho público embarazo malo bien fin aproxima;1;0,0
1400078407623491586;@advinculista U todos nos la cogiamos, el hermano de advinculista va a salir mas variado que el hijo de lana rhoades;2021-06-02 13:14:39;;;;2;0; U todos nos la cogiamos, el hermano de advinculista va a salir mas variado que el hijo de lana rhoades;[];[];['@advinculista'];[];2021-06-02 13:00:00;u cogiamos hermano advinculista va salir mas variado hijo;1;0,068
1400077882697912325;la pregunta es de quién es el hijo de lana rhoades?;2021-06-02 13:12:34;;;;5;0;la pregunta es de quién es el hijo de lana rhoades?;[];[];[];[];2021-06-02 13:00:00;pregunta quién hijo;2;0,179
1400077419474784259;¿La gente no sabe que las actrices porno tienen su vida privada? Pareja estable, no sé. Es que me parece súper fuerte lo que le están diciendo a Lana Rhoades sobre su hijo: “¿de cuál de todos los tíos con los que se ha acostado será?” Y cosas por el estilo. Dais puto asco.;2021-06-02 13:10:43;;;;15;0;¿La gente no sabe que las actrices porno tienen su vida privada? Pareja estable, no sé. Es que me parece súper fuerte lo que le están diciendo a Lana Rhoades sobre su hijo: “¿de cuál de todos los tíos con los que se ha acostado será?” Y cosas por el estilo. Dais puto asco.;[];[];[];[];2021-06-02 13:00:00;gente sabe actrices porno vida privada pareja estable sé parece súper fuerte diciendo hijo cuál tíos acostado cosas estilo dais puto asco;1;0,0
1400076939520614400;@jaimarrg Es puta como Lana Rhoades? La Unión de los sueños existe..;2021-06-02 13:08:49;;;;0;0; Es puta como Lana Rhoades? La Unión de los sueños existe..;[];[];['@jaimarrg'];[];2021-06-02 13:00:00;puta unión sueños existe;1;0,184
1400076788974424069;no me lana rhoades conte;2021-06-02 13:08:13;Tacua city;;;0;0;no me lana rhoades conte;[];[];[];[];2021-06-02 13:00:00;conte;1;0,059
1400076771656192001;lana rhoades embarazada, ese niño se va a marcar un juice world;2021-06-02 13:08:09;maquiavelo tenia razon ;;;0;0;lana rhoades embarazada, ese niño se va a marcar un juice world;[];[];[];[];2021-06-02 13:00:00;embarazada niño va marcar juice world;1;0,008
1400076567695572997;El hijo de Lana Rhoades viendo a su madre en google https://t.co/0dk4XYde6d;2021-06-02 13:07:20;Corea Del Norte;http://pbs.twimg.com/media/E24R1vwWUAAQpc9.jpg;photo;2;0;El hijo de Lana Rhoades viendo a su madre en google ;['https://t.co/0dk4XYde6d'];[];[];[];2021-06-02 13:00:00;hijo viendo madre google;2;0,055
1400075986696294403;pero cómo que lana Rhoades está embarazada;2021-06-02 13:05:02;random hoe;;;1;0;pero cómo que lana Rhoades está embarazada;[];[];[];[];2021-06-02 13:00:00;cómo embarazada;1;0,161
1400075952768622598;en que momento Lana Rhoades es madre;2021-06-02 13:04:53;pasa nudes ;;;1;0;en que momento Lana Rhoades es madre;[];[];[];[];2021-06-02 13:00:00;momento madre;1;0,135
1400075428908474368;imagina ser el hijo de lana rhoades y con 12 años buscarla en Google por curiosidad xddd;2021-06-02 13:02:49;999/1400;;;3;1;imagina ser el hijo de lana rhoades y con 12 años buscarla en Google por curiosidad xddd;[];[];[];[];2021-06-02 13:00:00;imagina ser hijo años buscarla google curiosidad xddd;1;0,017
1400075118341144581;Yo al hijo de Lana Rhoades cuando busque el nombre de su madre https://t.co/oMAsaPh55d;2021-06-02 13:01:35;;http://pbs.twimg.com/media/E24Q5RmXIAMCosX.jpg;photo;4;0;Yo al hijo de Lana Rhoades cuando busque el nombre de su madre ;['https://t.co/oMAsaPh55d'];[];[];[];2021-06-02 13:00:00;hijo busque nombre madre;2;0,001
1400075080852455427;Lana rhoades buscando al padre de su hijo https://t.co/7WIhcAQjgy;2021-06-02 13:01:26;Valencia, Spain;http://pbs.twimg.com/media/E24Q2WyWEAQI1wR.jpg;photo;8;1;Lana rhoades buscando al padre de su hijo ;['https://t.co/7WIhcAQjgy'];[];[];[];2021-06-02 13:00:00;buscando padre hijo;2;0,074
1400075072719699968;LANA RHOADES VA A TENER UN HIJO QUE DICEEES AJJAJAJA;2021-06-02 13:01:24;;;;1;0;LANA RHOADES VA A TENER UN HIJO QUE DICEEES AJJAJAJA;[];[];[];[];2021-06-02 13:00:00;va tener hijo diceees ajjajaja;2;0,044
1400074988103811072;Lana Rhoades cuando el hijo le pregunte x el padre. https://t.co/t4VC55FrTy https://t.co/NIRU6c3h52;2021-06-02 13:01:03;;http://pbs.twimg.com/media/E24QwAUXoAIx0RY.jpg;photo;3;0;Lana Rhoades cuando el hijo le pregunte x el padre.  ;['https://t.co/t4VC55FrTy', 'https://t.co/NIRU6c3h52'];[];[];[];2021-06-02 13:00:00;hijo pregunte x padre;2;0,015
1400074915194322946;Por cierto, diría que hay un 90% de posibilidad de que el futuro profesor del hijo de Lana Rhoades conozca a la previamente mencionada mejor que el mismo hijo me descojono tu;2021-06-02 13:00:46;;;;22;2;Por cierto, diría que hay un 90% de posibilidad de que el futuro profesor del hijo de Lana Rhoades conozca a la previamente mencionada mejor que el mismo hijo me descojono tu;[];[];[];[];2021-06-02 13:00:00;cierto diría posibilidad futuro profesor hijo conozca previamente mencionada mejor mismo hijo descojono;1;0,0
1400074805613891584;Para los que se lamentan por el embarazo de #Lana_Rhoades , tengo que decirles algo: les falta barrio! https://t.co/g3QF51ypfM;2021-06-02 13:00:20;;http://pbs.twimg.com/tweet_video_thumb/E24QnKTVgAIS63E.jpg;photo;0;0;Para los que se lamentan por el embarazo de  , tengo que decirles algo: les falta barrio! ;['https://t.co/g3QF51ypfM'];['#Lana_Rhoades'];[];[];2021-06-02 13:00:00;lamentan embarazo decirles falta barrio;1;0,0
1400074762794242052;El hijo de Lana Rhoades el día de llevar tu hijo al trabajo https://t.co/ovXqTgfocV;2021-06-02 13:00:10;;http://pbs.twimg.com/media/E24Qk7iXEAYmi_E.jpg;photo;9;1;El hijo de Lana Rhoades el día de llevar tu hijo al trabajo ;['https://t.co/ovXqTgfocV'];[];[];[];2021-06-02 13:00:00;hijo día llevar hijo trabajo;2;0,003
1400074609077194752;Pero que dices, si el niño va a ser la única cosa con vida que salga del coño de Lana Rhoades https://t.co/DBd5hvWT3p;2021-06-02 12:59:33;;;;2;0;Pero que dices, si el niño va a ser la única cosa con vida que salga del coño de Lana Rhoades ;['https://t.co/DBd5hvWT3p'];[];[];[];2021-06-02 12:00:00;dices si niño va ser única cosa vida salga coño;1;0,0
1400074295439659008;Lana Rhoades embaraza en fin que más desgracia nos llegarán en 2021 😔;2021-06-02 12:58:18;;;;3;0;Lana Rhoades embaraza en fin que más desgracia nos llegarán en 2021 😔;[];[];[];['😔'];2021-06-02 12:00:00;embaraza fin desgracia llegarán;1;0,019
1400074089805582340;@_Lana_Rhoades 🤣 🤣 🤣 Que uno de 15 AÑOS;2021-06-02 12:57:29;;;;0;0; 🤣 🤣 🤣 Que uno de 15 AÑOS;[];[];['@_Lana_Rhoades'];['🤣', '🤣', '🤣'];2021-06-02 12:00:00;años;1;0,076
1400074046776172545;"cómo
cómo que lana rhoades está embarazada https://t.co/wKd94mF2EX";2021-06-02 12:57:19;;;;2;0;"cómo
cómo que lana rhoades está embarazada ";['https://t.co/wKd94mF2EX'];[];[];[];2021-06-02 12:00:00;cómo cómo embarazada;1;0,103
1400073731595288577;@_Lana_Rhoades Buen día;2021-06-02 12:56:04;;;;0;0; Buen día;[];[];['@_Lana_Rhoades'];[];2021-06-02 12:00:00;buen día;1;0,701
1400073280183279617;...en esta ocasión a Lana Rhoades no se lo han soltao en la cara ehhh XD;2021-06-02 12:54:16;sevilla;;;0;0;...en esta ocasión a Lana Rhoades no se lo han soltao en la cara ehhh XD;[];[];[];[];2021-06-02 12:00:00;ocasión soltao cara ehhh xd;1;0,0
1400073092915937282;@Ibrancal Yo sabía que Lana Rhoades no es su nombre, pero me entero que se llama Amara Maple;2021-06-02 12:53:32;Barquisimeto, Venezuela;;;0;0; Yo sabía que Lana Rhoades no es su nombre, pero me entero que se llama Amara Maple;[];[];['@Ibrancal'];[];2021-06-02 12:00:00;sabía nombre entero llama amara maple;1;0,0
1400072149063409664;El hijo de Lana Rhoades cuando busque el nombre de su madre en Google: https://t.co/WpTSoPdsRZ;2021-06-02 12:49:47;Sanlúcar de Barrameda, España;http://pbs.twimg.com/ext_tw_video_thumb/1400072069384114182/pu/img/-3KFoKN4fCyzDLmi.jpg;photo;6;1;El hijo de Lana Rhoades cuando busque el nombre de su madre en Google: ;['https://t.co/WpTSoPdsRZ'];[];[];[];2021-06-02 12:00:00;hijo busque nombre madre google;2;0,004
1400071951247417351;Imaginate ser hijo de Lana Rhoades😳;2021-06-02 12:48:59;;;;0;0;Imaginate ser hijo de Lana Rhoades😳;[];[];[];['😳'];2021-06-02 12:00:00;imaginate ser hijo;2;0,206
1400071836944175107;Te das cuenta de que te estás haciendo mayor cuando ves a tus ídolos envejecer. Grande Lana rhoades;2021-06-02 12:48:32;;;;0;0;Te das cuenta de que te estás haciendo mayor cuando ves a tus ídolos envejecer. Grande Lana rhoades;[];[];[];[];2021-06-02 12:00:00;das cuenta haciendo mayor ves ídolos envejecer grande;1;0,0
1400071804736135171;No entiendo lo que ha pasado en un día, se suicida Gabriel Chachi, Ancelotti vuelve al Madrid y Lana Rhoades está embarazada, ya no sé qué hacer con mi vida;2021-06-02 12:48:24;Algeciras, España;;;5;0;No entiendo lo que ha pasado en un día, se suicida Gabriel Chachi, Ancelotti vuelve al Madrid y Lana Rhoades está embarazada, ya no sé qué hacer con mi vida;[];[];[];[];2021-06-02 12:00:00;entiendo pasado día suicida gabriel chachi ancelotti vuelve madrid embarazada sé hacer vida;1;0,0
1400071789338927112;Yo veria imposible que si lana rhoades fuera mi madre no querer follarmela;2021-06-02 12:48:21;;;;38;0;Yo veria imposible que si lana rhoades fuera mi madre no querer follarmela;[];[];[];[];2021-06-02 12:00:00;veria imposible si madre querer follarmela;1;0,0
1400070695552442373;Lana Rhoades explicándole a su hijo lo que vio en internet https://t.co/9GHgf4pn3q;2021-06-02 12:44:00;Murcia, España;;;14;1;Lana Rhoades explicándole a su hijo lo que vio en internet ;['https://t.co/9GHgf4pn3q'];[];[];[];2021-06-02 12:00:00;explicándole hijo vio internet;2;0,058
1400070654368665603;"Me acabo de enterar de la noticia de 
Lana Rhoades https://t.co/r7degagBi5";2021-06-02 12:43:50;España;http://pbs.twimg.com/media/E24M1y4XMAAcNFL.jpg;photo;6;0;"Me acabo de enterar de la noticia de 
Lana Rhoades ";['https://t.co/r7degagBi5'];[];[];[];2021-06-02 12:00:00;acabo enterar noticia;1;0,306
1400070321999331335;@_Lana_Rhoades Si amor cada dia viendo tu fotos😍;2021-06-02 12:42:31;Las Cabras, Chile;;;0;0; Si amor cada dia viendo tu fotos😍;[];[];['@_Lana_Rhoades'];['😍'];2021-06-02 12:00:00;si amor cada dia viendo fotos;1;0,005
1400069546766131200;El hijo de Lana Rhoades cuando googlee el nombre de su mamá: https://t.co/yboNBxBy4f;2021-06-02 12:39:26;;http://pbs.twimg.com/media/E21sOREXwAQFrUU.jpg;photo;33;5;El hijo de Lana Rhoades cuando googlee el nombre de su mamá: ;['https://t.co/yboNBxBy4f'];[];[];[];2021-06-02 12:00:00;hijo googlee nombre mamá;2;0,01
1400069538322993152;Se imaginan el hijo de Lana Rhoades en unos años viendo porno y se de cuenta que se la está haciendo con un vídeo de su mamá?;2021-06-02 12:39:24;Valhalla, cabudare.;;;0;0;Se imaginan el hijo de Lana Rhoades en unos años viendo porno y se de cuenta que se la está haciendo con un vídeo de su mamá?;[];[];[];[];2021-06-02 12:00:00;imaginan hijo años viendo porno cuenta haciendo vídeo mamá;1;0,0
1400069109522501633;"El hijo de Lana Rhoades en unos años buscando su apellido en Google 

Ma' eres tu? https://t.co/NohnhyyM7Z";2021-06-02 12:37:42;Venezuela;http://pbs.twimg.com/media/E24Lb1vXoAIQJye.jpg;photo;7;2;"El hijo de Lana Rhoades en unos años buscando su apellido en Google 

Ma' eres tu? ";['https://t.co/NohnhyyM7Z'];[];[];[];2021-06-02 12:00:00;hijo años buscando apellido google ma;2;0,005
